LAR_LEMMA	UNIDECODE	EGOKITUA	SARASOLA	SARASOLA1745	WIKIDATA	OEH
aguintza	aguintza	agintza	agintza			
aguintzallea	aguintzallea	agintzailea	agintzaile		agintzaile	agintzaile
aguintzea	aguintzea	agintzea				agintze
aguira utsa	aguira utsa	agira utsa				
aguiracaria	aguiracaria	agirakaria	agirakari			agirakari
aguiracatu,aguira utsac eguin	aguiracatu,aguira utsac eguin	agirakatu,agira utsak egin				
aguiri	aguiri	agiri	agiri		agiri	agiri
aguiria	aguiria	agiria	agiri		agiri	agiri
aguirian	aguirian	agirian				
aguiriduna	aguiriduna	agiriduna				
aguirudia	aguirudia	agirudia				
aguirudiro	aguirudiro	agirudiro				
aguitz	aguitz	agitz				
aguitz estutu	aguitz estutu	agitz estutu				
aguitz estutua	aguitz estutua	agitz estutua				
aguiztu	aguiztu	agiztu				
agujade ensalmar	agujade ensalmar	agujade entsalmar				
agujero	agujero	agujero				
agur eranzun	agur eranzun	agur erantzun				
aguré acurtua	agure acurtua	agure akurtua				
agúre zarrá	agure zarra	agure zarra				
agurea	agurea	agurea	agure		agure	agure
agurearen	agurearen	agurearen				
agurechoa	agurechoa	aguretxoa	aguretxo	aguretxo		aguretxo
aguresyarra	aguresyarra	agurexarra				
aguretu	aguretu	aguretu	aguretu	aguretu	aguretu	aguretu
aguretua	aguretua	aguretua	aguretu	aguretu	aguretu	aguretu
aguretzarra	aguretzarra	aguretzarra				aguretzar
agurguillea	agurguillea	agurgilea				
agurioá	agurioa	agurioa				
agurioguea	agurioguea	aguriogea				
agurquida	agurquida	agurkida				
agurquidatu	agurquidatu	agurkidatu				
agurra	agurra	agurra	agur		agur	agur
agurrac	agurrac	agurrak	agur		agur	agur
agurreguin	agurreguin	agurregin				
agurtaria	agurtaria	agurtaria				
agurtenac	agurtenac	agurtenak				
agurtu	agurtu	agurtu	agurtu	agurtu	agurtu	agurtu
agurtua	agurtua	agurtua	agurtu	agurtu	agurtu	agurtu
agurtzallea	agurtzallea	agurtzailea	agurtzaile	agurtzaile		agurtzaile
ahacoa	ahacoa	ahakoa	ahakoa			
ahaicá	ahaica	ahaika	ahaika	ahaika	ahaika	ahaika
ahaicagarria	ahaicagarria	ahaikagarria				
ahaicaria	ahaicaria	ahaikaria	ahaikari	ahaikari	ahaikari	ahaikari
ahaicatu	ahaicatu	ahaikatu	ahaikatu	ahaikatu		
ahaicatua	ahaicatua	ahaikatua	ahaikatu	ahaikatu		ahaikatu
ahaicatzallea	ahaicatzallea	ahaikatzailea	ahaikatzaile	ahaikatzaile		
ahaicoa	ahaicoa	ahaikoa	ahaikoa			
ahaicoac	ahaicoac	ahaikoak	ahaiko			ahaiko
ahaicobatza	ahaicobatza	ahaikobatza				
ahalca	ahalca	ahalka				
ahalcá	ahalca	ahalka				
ahalca gabea	ahalca gabea	ahalka gabea				
ahalca galdu	ahalca galdu	ahalka galdu				
ahalcagabe	ahalcagabe	ahalkagabe				
ahalcagabea	ahalcagabea	ahalkagabea				
ahalcagabequi	ahalcagabequi	ahalkagabeki				
ahalcagabetu	ahalcagabetu	ahalkagabetu				
ahalcagal	ahalcagal	ahalkagal				
ahalcagarria	ahalcagarria	ahalkagarria	ahalkagarri			
ahalcagarriro	ahalcagarriro	ahalkagarriro				
ahalcatia	ahalcatia	ahalkatia				
ahalcatu	ahalcatu	ahalkatu	ahalkatu			
ahalcatua	ahalcatua	ahalkatua	ahalkatu			
ahalduæa	ahalduaea	ahalduaea				
ahalduna	ahalduna	ahalduna	ahaldun		ahaldun	ahaldun
ahalechoa	ahalechoa	ahaletxoa				
ahalpetu	ahalpetu	ahalpetu				
ahalquea	ahalquea	ahalkea	ahalke		ahalke	ahalke
ahalquetia	ahalquetia	ahalketia	ahalketi		ahalketi	ahalketi
ahalquetu	ahalquetu	ahalketu	ahalketu		ahalketu	ahalketu
ahalquetua	ahalquetua	ahalketua	ahalketu		ahalketu	ahalketu
ahaltuna	ahaltuna	ahaltuna				
ahanci	ahanci	ahantzi	ahantzi			
ahaneiaraci	ahaneiaraci	ahaneiarazi				
ahanzcorra	ahanzcorra	ahantzkorra				
ahanztu	ahanztu	ahantztu				
ahanztura	ahanztura	ahantztura				
aheria	aheria	aheria	aheria			
ahialea	ahialea	ahialea				
ahomaren leteguiduna	ahomaren leteguiduna	ahomaren letegiduna				
ahondar	ahondar	ahondar				
ahorratua	ahorratua	ahorratua				
ahorratzallea	ahorratzallea	ahorratzailea				
ahorrua	ahorrua	ahorrua				
ahozpeaca	ahozpeaca	ahozpeaka				
ahula	ahula	ahula	ahul		ahul	ahul
ahuldu	ahuldu	ahuldu	ahuldu		ahuldu	ahuldu
ahumada	ahumada	ahumada				
ahumenchoa	ahumenchoa	ahumentxoa				
ahurra	ahurra	ahurra	ahur		ahur	ahur
ahuyentar	ahuyentar	ahuientar				
aiaear	aiaear	aiaear				
aiaria	aiaria	aiaria				
aice	aice	aize				
aice bat	aice bat	aize bat				
aice bu humba	aice bu humba	aize bu hunba				
aice buhunba	aice buhunba	aize buhunba				
aice emallea	aice emallea	aize emailea				
aice guillea	aice guillea	aize gilea				
aice iragacia	aice iragacia	aize iragazia				
aice-buhunmba	aice-buhunmba	aize-buhunnba				
aicea	aicea	aizea				
aicea ibilli	aicea ibilli	aizea ibili				
aicea iEilli	aicea iEilli	aizea iEili				
aiceac botatu	aiceac botatu	aizeak botatu				
aiceartzalle	aiceartzalle	aizeartzaile				
aiceaz leortu	aiceaz leortu	aizeaz leortu				
aicebumbada	aicebumbada	aizebunbada				
aicecho goisoa	aicecho goisoa	aizetxo goisoa				
aicechoa	aicechoa	aizetxoa				
aiceguin	aiceguin	aizegin	aizegin	aizegin		
aiceman	aiceman	aizeman	aizeman	aizeman		
aicetorquia	aicetorquia	aizetorkia				aizetorki
aicetsua	aicetsua	aizetsua				
aicetu	aicetu	aizetu				
aicez bete	aicez bete	aizez bete				
aiceztaria	aiceztaria	aizeztaria				
aiceztatu	aiceztatu	aizeztatu				
aiceztatzea	aiceztatzea	aizeztatzea				
aiceztea	aiceztea	aizeztea				
aiceztu	aiceztu	aizeztu				
aidagoa	aidagoa	aidagoa				aidago
aidatu	aidatu	aidatu				
aide anciñacoa	aide ancinacoa	aide antzinakoa				
aide urcoac	aide urcoac	aide urkoak				
aidea	aidea	aidea				
aideac	aideac	aideak				
aidebatza	aidebatza	aidebatza				
aidegoquia	aidegoquia	aidegokia				
aidetasuna	aidetasuna	aidetasuna	aidetasun			
aidetu	aidetu	aidetu	aidetu			
aidetua	aidetua	aidetua	aidetu			
aidurqui	aidurqui	aidurki				
aidurra	aidurra	aidurra	aidur	aidur		aidur
aiena	aiena	aiena				
aiendú	aiendu	aiendu				
aiestrearen goyendea	aiestrearen goyendea	aiestrearen goiendea				
aiidacorra	aiidacorra	aiidakorra				
áiiza-	aiiza-	aiiza-				
áildallua	aildallua	aildailua				
ailisa	ailisa	ailisa	ailis			ailis
aimbacho aimbestecho	aimbacho aimbestecho	ainbatxo ainbestetxo				
aimbandea	aimbandea	ainbandea				
aimbandu	aimbandu	ainbandu	ainbandu	ainbandu		
aimbandua	aimbandua	ainbandua	ainbandu	ainbandu		
aimbastundu	aimbastundu	ainbastundu				
aimbastunecoac	aimbastunecoac	ainbastunekoak				
aimbat	aimbat	ainbat	ainbat			
aimbatarra	aimbatarra	ainbatarra				
aimbatda	aimbatda	ainbatda				
aimbatea	aimbatea	ainbatea				
aimbatecoa	aimbatecoa	ainbatekoa				
aimbatequiro	aimbatequiro	ainbatekiro				
aimbatetu	aimbatetu	ainbatetu				
aimbatetua	aimbatetua	ainbatetua				
aimbatez ambat	aimbatez ambat	ainbatez anbat				
aimbeste	aimbeste	ainbeste				
aimbestez aimbeste	aimbestez aimbeste	ainbestez ainbeste				
aiñ andia	ain andia	ain andia				
aiñalda	ainalda	ainalda				
aiñaldasquiro	ainaldasquiro	ainaldaskiro				
aiñaldastea	ainaldastea	ainaldastea				
ainciran	ainciran	aintziran				
ainciratsua	ainciratsua	aintziratsua				aintziratsu
ainciratu	ainciratu	aintziratu				
ainduna	ainduna	ainduna				
aindurriná	aindurrina	aindurrina				
aingueru bedarra	aingueru bedarra	aingeru bedarra				
aingueruchoa	aingueruchoa	aingerutxoa	aingerutxo	aingerutxo		aingerutxo
ainguerutarra	ainguerutarra	aingerutarra	aingerutar	aingerutar	aingerutar	aingerutar
ainguerutú	ainguerutu	aingerutu	aingerutu			
ainguerutzarra	ainguerutzarra	aingerutzarra	aingerutzar	aingerutzar		
ainguirá	ainguira	aingira	aingira		aingira	aingira
aingura	aingura	aingura	aingura		aingura	aingura
aingura lotu	aingura lotu	aingura lotu				
aingura saria	aingura saria	aingura saria				
aingurac alcha	aingurac alcha	aingurak altxa				
aingurac bota	aingurac bota	aingurak bota				
aingurae jasó	aingurae jaso	aingurae jaso				
ainguratu	ainguratu	ainguratu	ainguratu	ainguratu	ainguratu	ainguratu
ainguratua	ainguratua	ainguratua	ainguratu	ainguratu	ainguratu	
ainhara	ainhara	ainhara	ainhara			
aintzataria	aintzataria	aintzataria				
aintzatu	aintzatu	aintzatu	aintzatu		aintzatu	aintzatu
aintzatua	aintzatua	aintzatua	aintzatu		aintzatu	aintzatu
aintzindea	aintzindea	aintzindea				
aintzira	aintzira	aintzira	aintzira		aintzira	aintzira
aintzirachoa	aintzirachoa	aintziratxoa				
aintziratsua	aintziratsua	aintziratsua				aintziratsu
aintziratua	aintziratua	aintziratua				
ainzurrá	ainzurra	aintzurra				
aipa	aipa	aipa				
aipabia	aipabia	aipabia				
aipaera	aipaera	aipaera				
aipalea	aipalea	aipalea				
aipamena goguibea	aipamena goguibea	aipamena gogibea				
aipatu	aipatu	aipatu	aipatu		aipatu	aipatu
aipatua	aipatua	aipatua	aipatu		aipatu	aipatu
aipbamena	aipbamena	aipbamena				
aiqdatu	aiqdatu	aiqdatu				
aiquidatu	aiquidatu	aikidatu				
airean	airean	airean				
airepisuaren neurria	airepisuaren neurria	airepisuaren neurria				
airguea	airguea	airgea				
airosa	airosa	airosa	airos		airos	airos
airulecua	airulecua	airulekua				
aisa	aisa	aisa	aisa			
aisá	aisa	aisa	aisa			
aisa condairaquiña	aisa condairaquina	aisa kondairakina				
aisacondaira	aisacondaira	aisakondaira				
aisacondairac esatea	aisacondairac esatea	aisakondairak esatea				
aisaera	aisaera	aisaera				
aisala	aisala	aisala				
aisalcorra	aisalcorra	aisalkorra				
aisaldarra	aisaldarra	aisaldarra				
aisaletic	aisaletic	aisaletik				
aisatu	aisatu	aisatu	aisatu	aisatu	aisatu	aisatu
aiserre	aiserre	aiserre				
aisolduria	aisolduria	aisolduria				
aisolduro	aisolduro	aisolduro				
aispa	aispa	aispa				
aisurteguia	aisurteguia	aisurtegia				
Aita	Aita	Aita				
aita	aita	aita	aita		aita	aita
aita guiarraba	aita guiarraba	aita giarraba				
aita-menea	aita-menea	aita-menea				
aitabichia	aitabichia	aitabitxia	aitabitxi		aitabitxi	aitabitxi
aitabichiquida	aitabichiquida	aitabitxikida				
aitabisaba	aitabisaba	aitabisaba	aitabisaba	aitabisaba	aitabisaba	aitabisaba
aitagaletu	aitagaletu	aitagaletu				
aitaganicaco aidetasuna	aitaganicaco aidetasuna	aitaganikako aidetasuna				
aitagoa O	aitagoa O	aitagoa O				
aitagoquia	aitagoquia	aitagokia				
aitagoya	aitagoya	aitagoia	aitagoi	aitagoi		aitagoi
aitaguilletu	aitaguilletu	aitagiletu				
aitaideac	aitaideac	aitaideak				
aitaideera	aitaideera	aitaideera				
aitaideera arrazá	aitaideera arraza	aitaideera arraza				
aitaidera	aitaidera	aitaidera				
aitalena	aitalena	aitalena	aitalen	aitalen		
aitalenaren goyendea	aitalenaren goyendea	aitalenaren goiendea				
aitalendarra	aitalendarra	aitalendarra				
aitamena	aitamena	aitamena	aitamen	aitamen		aitamen
aitanagusia	aitanagusia	aitanagusia				
aitansitia	aitansitia	aitantsitia				
aitaonen seémeen alcateá	aitaonen seemeen alcatea	aitaonen seemeen alkatea				
aitaponteco	aitaponteco	aitaponteko				
aitapontequida	aitapontequida	aitapontekida				
aitaquidaera	aitaquidaera	aitakidaera				
aitaquidagoa	aitaquidagoa	aitakidagoa				
aitaquidea	aitaquidea	aitakidea	aitakide	aitakide	aitakide	aitakide
aitaquigoa	aitaquigoa	aitakigoa				
aitaren antza izan	aitaren antza izan	aitaren antza izan				
aitaren iltzallea	aitaren iltzallea	aitaren iltzailea				
aitaren iltzea	aitaren iltzea	aitaren iltzea				
aitarena	aitarena	aitarena	aitaren		aitaren	aitaren
aitarra	aitarra	aitarra				
aitasaba	aitasaba	aitasaba	aitasaba	aitasaba		
aitasoa	aitasoa	aitasoa	aitaso			aitaso
aitatasuna	aitatasuna	aitatasuna	aitatasun		aitatasun	aitatasun
aitatsua	aitatsua	aitatsua				
aitatu	aitatu	aitatu	aitatu		aitatu	aitatu
aitatu aipatu	aitatu aipatu	aitatu aipatu				
aitaurrena	aitaurrena	aitaurrena	aitaurren	aitaurren		aitaurren
aite bumbden	aite bumbden	aite bunbden				
áiteguia	aiteguia	aitegia				
aiten aita quidea	aiten aita quidea	aiten aita kidea				
aitezarlea	aitezarlea	aitezarlea				
aitezarri	aitezarri	aitezarri				
aitezarria	aitezarria	aitezarria				
aitizquia	aitizquia	aitizkia				
aitona	aitona	aitona	aitona	aitona	aitona	aitona
aitona erena	aitona erena	aitona erena				
aitonen etorquia	aitonen etorquia	aitonen etorkia				
aitonen se	aitonen se	aitonen se				
aitonen semea	aitonen semea	aitonen semea				aitonen seme
aitorcunteguia	aitorcunteguia	aitorkuntegia				
aitorcuuá	aitorcuua	aitorkuua				
aitordea	aitordea	aitordea	aitorde	aitorde		
aitorensomea	aitorensomea	aitorentsomea				
aitorgnmea	aitorgnmea	aitorgnmea				
aitorgoá	aitorgoa	aitorgoa				
aitorgoteguia	aitorgoteguia	aitorgotegia				
aitorquidalea	aitorquidalea	aitorkidalea				
aitorquidatu	aitorquidatu	aitorkidatu				
aitorrá	aitorra	aitorra	aitor		aitor	aitor
aitorrarava	aitorrarava	aitorraraba				
aitorraria	aitorraria	aitorraria				
aitorteguia	aitorteguia	aitortegia	aitortegi	aitortegi	aitortegi	aitortegi
aitortu	aitortu	aitortu	aitortu		aitortu	aitortu
aitortua	aitortua	aitortua	aitortu		aitortu	aitortu
aitsia	aitsia	aitsia				
aitu	aitu	aitu				
aitú	aitu	aitu				
aitua	aitua	aitua				
aitueza	aitueza	aitueza				
aiturita	aiturita	aiturita				
aituritaren goyendea	aituritaren goyendea	aituritaren goiendea				
aituritarra	aituritarra	aituritarra				
aitutezgarria	aitutezgarria	aitutezgarria				
aitutzea	aitutzea	aitutzea				
aitz indaria	aitz indaria	aitz indaria				
aitzadia	aitzadia	aitzadia				
aitzadicoa	aitzadicoa	aitzadikoa				
aitzaditarra	aitzaditarra	aitzaditarra				
aitzaga	aitzaga	aitzaga				
aitzaquia	aitzaquia	aitzakia	aitzakia		aitzakia	aitzakia
aitzaquiagarria	aitzaquiagarria	aitzakiagarria				aitzakiagarri
aitzaquian	aitzaquian	aitzakian				
aitzaquiaro	aitzaquiaro	aitzakiaro				
aitzaquiatu	aitzaquiatu	aitzakiatu				
aitzaquiatua	aitzaquiatua	aitzakiatua				aitzakiatu
aitzaquiezgarria	aitzaquiezgarria	aitzakiezgarria				
aitzaquigarria	aitzaquigarria	aitzakigarria				
aitzequiña	aitzequina	aitzekina				
aitzetac	aitzetac	aitzetak				
aitzin	aitzin	aitzin	aitzin		aitzin	aitzin
aitzina	aitzina	aitzina	aitzina		aitzin	aitzin
aitzina egorria	aitzina egorria	aitzina egorria				
aitzinacóa	aitzinacoa	aitzinakoa				
aitzinacoac	aitzinacoac	aitzinakoak				
aitzinagotu	aitzinagotu	aitzinagotu				
aitzinanza	aitzinanza	aitzinantza				
aitzinát	aitzinat	aitzinat	aitzinat			
aitzinatu	aitzinatu	aitzinatu	aitzinatu		aitzinatu	aitzinatu
aitziñatu	aitzinatu	aitzinatu	aitzinatu		aitzinatu	aitzinatu
áitzinatu	aitzinatu	aitzinatu	aitzinatu		aitzinatu	aitzinatu
aitzinatua	aitzinatua	aitzinatua	aitzinatu		aitzinatu	aitzinatu
aitzinatzalea	aitzinatzalea	aitzinatzalea				
aitzinatzca	aitzinatzca	aitzinatzka				
aitzinatzea	aitzinatzea	aitzinatzea				aitzinatze
aitzindápena	aitzindapena	aitzindapena				
aitzindari izatu	aitzindari izatu	aitzindari izatu				
aitzindaria	aitzindaria	aitzindaria	aitzindari		aitzindari	aitzindari
aitzindatu	aitzindatu	aitzindatu				
aitzindatzea	aitzindatzea	aitzindatzea				
aitzindea	aitzindea	aitzindea				
aitzindera	aitzindera	aitzindera				
aitzindu	aitzindu	aitzindu	aitzindu		aitzindu	aitzindu
aitzindua	aitzindua	aitzindua	aitzindu		aitzindu	aitzindu
aitzinduagotu	aitzinduagotu	aitzinduagotu				
aitzindueguitu	aitzindueguitu	aitzinduegitu				
aitzinean dago	aitzinean dago	aitzinean dago				
aitzinean ifiñi	aitzinean ifini	aitzinean ifini				
aitzinecoa	aitzinecoa	aitzinekoa	aitzineko		aitzineko	aitzineko
aitzineguitu	aitzineguitu	aitzinegitu				
aitzinera	aitzinera	aitzinera	aitzinera			
aitzinlea	aitzinlea	aitzinlea				
aitzinquidatu	aitzinquidatu	aitzinkidatu				
aitziudu	aitziudu	aitziudu				
aitznecoa	aitznecoa	aitznekoa				
aitzur andiagoa	aitzur andiagoa	aitzur andiagoa				
aitzurcada	aitzurcada	aitzurkada	aitzurkada	aitzurkada	aitzurkada	aitzurkada
aitzurlaria	aitzurlaria	aitzurlaria	aitzurlari	aitzurlari		aitzurlari
aitzurlea	aitzurlea	aitzurlea	aitzurle	aitzurle		aitzurle
aitzurra	aitzurra	aitzurra	aitzur		aitzur	aitzur
aitzurrada	aitzurrada	aitzurrada				
aitzurraria	aitzurraria	aitzurraria				
aitzurtu	aitzurtu	aitzurtu	aitzurtu		aitzurtu	aitzurtu
aitzurtua	aitzurtua	aitzurtua	aitzurtu		aitzurtu	aitzurtu
aitzurtza	aitzurtza	aitzurtza				
aitzurtzea	aitzurtzea	aitzurtzea				
aiurisca	aiurisca	aiuriska				
aiza	aiza	aiza				
aizagañetu	aizaganetu	aizaganetu				
aizalboa	aizalboa	aizalboa				
aizaldea	aizaldea	aizaldea	aizalde			
aizapea	aizapea	aizapea	aizape	aizape		
aizapelota	aizapelota	aizapelota				
aizapetu	aizapetu	aizapetu				
aizapetua	aizapetua	aizapetua				
aizapillota	aizapillota	aizapilota				
aizapiztatu	aizapiztatu	aizapiztatu				
aizatu	aizatu	aizatu				
aizatua	aizatua	aizatua				
aizatzea	aizatzea	aizatzea				
aizcora	aizcora	aizkora	aizkora		aizkora	aizkora
aizcorachoa	aizcorachoa	aizkoratxoa				
aizcoraz ebaqui	aizcoraz ebaqui	aizkoraz ebaki				
aizeemallea	aizeemallea	aizeemailea				
aizeguillea	aizeguillea	aizegilea				
aizpa	aizpa	aizpa				
aizpadea	aizpadea	aizpadea				
aizpatu	aizpatu	aizpatu				
aizpatua	aizpatua	aizpatua				
aizquiña esparzuzcoa	aizquina esparzuzcoa	aizkina espartzuzkoa				
aiztaria	aiztaria	aiztaria				
aiztatu	aiztatu	aiztatu				
aiztua	aiztua	aiztua	aiztu	aiztu		
aiztuna	aiztuna	aiztuna				
aizturrac	aizturrac	aizturrak				aiztur
aizurisca	aizurisca	aizuriska				
aizurtea	aizurtea	aizurtea				
ajiolaustea	ajiolaustea	ajiolaustea				
ajolá	ajola	ajola				
ajolacabero	ajolacabero	ajolakabero				
ajolacabetu	ajolacabetu	ajolakabetu				
ajolacho	ajolacho	ajolatxo				
ajolatia	ajolatia	ajolatia				
ajolautsi	ajolautsi	ajolautsi				
ajolautsia	ajolautsia	ajolautsia				
ajoleztea	ajoleztea	ajoleztea				
ajonjoli	ajonjoli	ajonjoli				
ajuar	ajuar	ajuar				
ajubetatu	ajubetatu	ajubetatu				
ajuda	ajuda	ajuda				
ajustatu	ajustatu	ajustatu	ajustatu			
ajustatua	ajustatua	ajustatua	ajustatu			ajustatu
ajustatzea	ajustatzea	ajustatzea				
ajuste	ajuste	ajuste				
ala ceritzan	ala ceritzan	ala zeritzan				
ala ceritzan iturribati	ala ceritzan iturribati	ala zeritzan iturribati				
alá deritzan	ala deritzan	ala deritzan				
alá lurrinduá	ala lurrindua	ala lurrindua				
alaba	alaba	alaba	alaba		alaba	alaba
alaba bichia	alaba bichia	alaba bitxia				
alaba ezazue Jauná	alaba ezazue Jauna	alaba ezazue Jauna				
alaba pontecoa	alaba pontecoa	alaba pontekoa				
alabachoa	alabachoa	alabatxoa	alabatxo			alabatxo
alabagarria	alabagarria	alabagarria				alabagarri
alabagarriro	alabagarriro	alabagarriro				
alabanza	alabanza	alabantza	alabantza			
alabar	alabar	alabar				
alabarda	alabarda	alabarda				
alabardada	alabardada	alabardada				
alabardea	alabardea	alabardea				
alabaria	alabaria	alabaria				
alabastro	alabastro	alabastro	alabastro	alabastro	alabastro	alabastro
alabatu	alabatu	alabatu	alabatu		alabatu	alabatu
alabatua	alabatua	alabatua	alabatu		alabatu	alabatu
alabatzallea	alabatzallea	alabatzailea				alabatzaile
alabesa	alabesa	alabesa				alabes
alabezquia	alabezquia	alabezkia				
alacoa	alacoa	alakoa				
alacoztaria	alacoztaria	alakoztaria				
alacoztea	alacoztea	alakoztea				
alacoztu	alacoztu	alakoztu				
alaenda	alaenda	alaenda				
alaere	alaere	alaere				
alagaya	alagaya	alagaia				alagai
alagozeza	alagozeza	alagozeza				
alaibaguetu	alaibaguetu	alaibagetu				
alaibaguetua	alaibaguetua	alaibagetua				
alaidea	alaidea	alaidea				alaide
alaideró	alaidero	alaidero				
alaierazo	alaierazo	alaierazo				
alaierazoa	alaierazoa	alaierazoa				
alaigabetu	alaigabetu	alaigabetu				
alaigabetua	alaigabetua	alaigabetua				
alaigarria	alaigarria	alaigarria	alaigarri		alaigarri	alaigarri
alaiguea	alaiguea	alaigea				alaige
alainzoa	alainzoa	alaintzoa				
alaiquida	alaiquida	alaikida				
alaiquidatu	alaiquidatu	alaikidatu				
alaiquidatua	alaiquidatua	alaikidatua				
alaiquiro	alaiquiro	alaikiro	alaikiro			
alaiquiró	alaiquiro	alaikiro	alaikiro			
alaiquiro indarquiro	alaiquiro indarquiro	alaikiro indarkiro				
alair	alair	alair				
alairo	alairo	alairo				
alairó	alairo	alairo				
alaitasuna	alaitasuna	alaitasuna	alaitasun	alaitasun	alaitasun	alaitasun
